4.050000000000000266e-01 4.000000000000000222e-01 4.025000000000000244e-01 2.799000000000000000e+03
4.100000000000000311e-01 4.050000000000000266e-01 4.075000000000000289e-01 2.911000000000000000e+03
4.150000000000000355e-01 4.100000000000000311e-01 4.125000000000000333e-01 3.799000000000000000e+03
4.200000000000000400e-01 4.150000000000000355e-01 4.175000000000000377e-01 4.300000000000000000e+03
4.250000000000000444e-01 4.200000000000000400e-01 4.225000000000000422e-01 4.552000000000000000e+03
4.300000000000000488e-01 4.250000000000000444e-01 4.275000000000000466e-01 4.994000000000000000e+03
4.350000000000000533e-01 4.300000000000000488e-01 4.325000000000000511e-01 5.337000000000000000e+03
4.400000000000000022e-01 4.350000000000000533e-01 4.375000000000000000e-01 6.569000000000000000e+03
4.450000000000000067e-01 4.400000000000000022e-01 4.425000000000000044e-01 8.231000000000000000e+03
4.500000000000000111e-01 4.450000000000000067e-01 4.475000000000000089e-01 1.013400000000000000e+04
4.550000000000000155e-01 4.500000000000000111e-01 4.525000000000000133e-01 1.147700000000000000e+04
4.600000000000000200e-01 4.550000000000000155e-01 4.575000000000000178e-01 1.177700000000000000e+04
4.650000000000000244e-01 4.600000000000000200e-01 4.625000000000000222e-01 1.266200000000000000e+04
4.700000000000000289e-01 4.650000000000000244e-01 4.675000000000000266e-01 1.449700000000000000e+04
4.750000000000000333e-01 4.700000000000000289e-01 4.725000000000000311e-01 1.523700000000000000e+04
4.800000000000000377e-01 4.750000000000000333e-01 4.775000000000000355e-01 1.633300000000000000e+04
4.850000000000000422e-01 4.800000000000000377e-01 4.825000000000000400e-01 1.714300000000000000e+04
4.899999999999999911e-01 4.850000000000000422e-01 4.875000000000000444e-01 1.834700000000000000e+04
4.949999999999999956e-01 4.899999999999999911e-01 4.924999999999999933e-01 1.865800000000000000e+04
5.000000000000000000e-01 4.949999999999999956e-01 4.974999999999999978e-01 1.992200000000000000e+04
5.050000000000000044e-01 5.000000000000000000e-01 5.024999999999999467e-01 2.026700000000000000e+04
5.100000000000000089e-01 5.050000000000000044e-01 5.075000000000000622e-01 1.925300000000000000e+04
5.150000000000000133e-01 5.100000000000000089e-01 5.124999999999999556e-01 1.883800000000000000e+04
5.200000000000000178e-01 5.150000000000000133e-01 5.175000000000000711e-01 1.848600000000000000e+04
5.250000000000000222e-01 5.200000000000000178e-01 5.224999999999999645e-01 1.969100000000000000e+04
5.300000000000000266e-01 5.250000000000000222e-01 5.275000000000000799e-01 2.106700000000000000e+04
5.350000000000000311e-01 5.300000000000000266e-01 5.324999999999999734e-01 2.118900000000000000e+04
